show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4085,Movie,Alan Jackson - Small Town Southern Man,2333,Alan Jackson,,,2019,0,90,"Documentary, Music Videos and Concerts","Alan Jackson: Small Town Southern Man is a brand-new feature length documentary which takes us on a most improbable journey, as Jackson scales the absolute heights of the music world... and despite enormous challenges... stays there."
s4086,Movie,A Room Full of Nothing,1371,"Duncan Coe, Ian Pala, Ivy Meehan, James C. Leary, Marco Perella",,,2020,2,86,"Comedy, Science Fiction",A compassionate artist and an embittered actor contemplate the meaning of life when they wake up as the last two people on Earth and their reality and relationship begins to fracture.
s4087,Movie,A Box of Faith,459,"Savanah McMahon, Julie Van Lith",,,2015,8,90,Drama,"Alone and on her own, sixteen-year-old Dior figures out how to survive on the streets by the stroke of a spiritual pen."
s4089,Movie,The Legend of Butch and Sundance,4450,"David Clayton Rogers, Ryan Browning, Rachelle Lefevre, Michael Biehn",,,2004,13,87,"Action, Drama, Western",The legend of Butch Cassidy and the Sundance Kid comes to life in this blazing action-adventure that follows the early adventures of two of the most famous outlaws in the history of the American West.
s4091,Movie,Stolen Tango,520,"Florencia Carreras, Andres Bagg, Julieta Umezawa, Fernanda Vallejo, Florencia Bobadilla Oliva, Luichi Almeida, Julia Azar, Chucho Fernandez, Maiamar Abrodos, Alfonso Barlett, Fabian Carrazco, Jose Luis de Giano, Glenda Grua, Pedro Suarez",,,2015,3,120,"Drama, Suspense",The story of the paralleling lives of war traumatized marine and an upscale Argentinian prostitute whose worlds collide in the underground network of sex trafficking.
s4092,Movie,Scary Laughs 2,2538,"Tahiana Bueno, Roberto Lozano, Alexandra Restrepo, Gustavo Adolfo Villanueva",,,2017,3,82,Comedy,"In the Central jail there is a mystery that no one can decipher. With the arrival of a new inmate, the atmosphere has become enigmatic, the nights stormy and the mornings harrowing. Every day there is a new victim of this character who hides behind a mask: El Coco."
s4093,Movie,Rambo: Last Blood,83,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adrianna Barraza, Yvette Monreal, Oscar Jaenada",,,2019,14,89,"Action, Adventure","In a deadly journey of vengeance, Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission."
s4094,Movie,Mummy Dearest,5144,"Tara Reid, Michael Paré, Lou Ferrigno, Richard Tyson, Nikki Leigh, Quinton Aaron, Ken Davitian",,,2018,2,95,"Horror, Suspense","After an injury puts Scarlett Healy in a wheelchair, she moves in with her daughter, Autumn, who just moved into a creepy old house with her boyfriend, Frank Thrussel."
s4095,Movie,Jeremiah Watkins: Family Reunion,2216,Jeremiah Watkins,,,2020,2,61,"Arts, Entertainment, and Culture, Comedy","Be a fly on the wall as Jeremiah gets heckled by his Mom, works off the crowd, and shares personal stories of dating to marriage. With exclusive family interviews, this is one of the most unique and raw specials you'll ever see."
s4096,Movie,Grey Eyes,4360,"William Prociuk, Fernando Amaral, Rafael Soliwoda, Cecilia Milano",,,2019,2,105,"Action, Science Fiction","In a post-apocalyptic future, mankind is color blind. A brilliant scientist suddenly dies, leaving his precious briefcase, filled with a highly-addictive synthetic drug that allows people to see colors again, to Ana, a mere 12-year-old girl."
s4099,Movie,Doctor Liza,3584,"Chulpan Khamatova, Andrey Burkovsky, Konstantin Khabencky, Philipp Avdeev",,,2020,2,120,Drama,"Small of stature, but with a big, sunny smile, Elizaveta Glinka was uniquely courageous, displayed unlimited compassion, tirelessly supported and helped those whom no one else would help - the homeless, abandoned elderly, the hopelessly ill, those dying in pain, children at the final stage of cancer, veterans of war or natural disasters ignored or abandoned by the state."
s4100,Movie,Damascus Under Fire,1394,"Babak Hamidian, Hadi Hejazifar, Pierre Dagher",,,2018,3,113,"Action, Drama, Suspense",Two Iranian pilots are in a special mission to save the people of a small Syrian city who are surrounded by the terrorists. But they have to face many challenges before manage to accomplish their mission.
s4101,Movie,Colorz of Rage,1040,"Nicki Richards, Dale Resteghini, Redman, Cheryl Pepsii Riley",,,1999,14,90,"Drama, Romance","When an interracial couple move to New York City from the suburbs of Boston, they are hit with a hard-core reality that they are totally unprepared for."
s4102,Movie,Yuvarathnaa (Kannada),4357,"Puneeth Rajkumar, Sayyeshaa Saigal, Prakash Raj, Dhananjaya, Diganth Manchale, Sonu Gowda, Avinash, Achyuth Kumar, Sai Kumar Pudipeddi, Sudharani",,,2021,11,159,"Action, Drama","YUVARATHNAA, revolves around RK University (Govt Aided college) which is at the standpoint of completing 50 glorious years. Gurudev, Principal at RK University, whose life is dedicated for the welfare of the college fights against the privatisation of education system The story entwines between the bond of a teacher and his students."
s4103,Movie,Windows,1754,"Joseph Cortese, Talia Shire",,,1980,14,94,Drama,Homicidal woman in New York City spies on her shy mousy neighbor with a telescope and tape recorder and has her frightened by a knif e-brandishing brute.
s4104,Movie,Where The Red Fern Grows,3576,"James Whitmore, Beverly Garland, Jack Ging",,,1974,4,97,Kids,"A boy's yearning for two Redbone Hound dogs, which his parents can't afford during the desolate times of the Depression in the Ozarks, is the setting for this truly triumphant film. Billy faces adventure, suspense, tragedy and ultimately, a love and loyalty of family and friendship to realize his dream. The outcome makes for the kind of heartwarming story the great family films are all about."
s4106,Movie,Tongi Tongi Chudamaku Chandamama,255,"Dilip, Sravani, Gemini suresh, Kumar sai, Karthik ainala",,,2021,2,136,"Drama, Romance","A Tale of Love, Lust and Hate where LOVE stands to be the ultimate winner."
s4107,Movie,Ties that Bind,1616,"Kristanna Loken, Warren Christie, Kristen Hager, Luis Oliva, Angela Asher, Danny Blanco Hall",,,2010,0,89,"Drama, Suspense",Hope finds herself leaving the comfort of her suburban life for New York City in order to settle the affairs of her best friend Rachel who has just been murdered.
s4108,Movie,They Come to America: The Politics of Immigration,1253,"Dennis M. Lynch, Michael Cutler, Chris Harris, Agnes Giboney",,,2020,2,116,Documentary,"Producer Dennis Michael Lynch offers the most explosive film ever made on illegal immigration in the US. In addition to highlighting the battle between President Trump and his political adversaries who want open borders, Lynch shows how the latest surge from Central America presents new security risks and huge costs to taxpayers. This new documentary is a true eye opener, and a must see film."
s4109,Movie,The Yummy Gummy Search For Santa,555,"Sonja Ball, Holly Gauthier-Frankel, Bruce Dinsmore",,,2012,7,50,"Adventure, Animation, Kids","Gummy Bear, along with his madman, Cat, Bat and Chameleon, are struggling to save Christmas and Santa Claus. It's Christmas Eve, Gummy Bear and his friends, the cat Calla, the Vampire Bat and Harry the Chameleon, learn from the elves that Santa Claus is gone! So they decide to go to the North Pole to find out what's going on and save Christmas."
s4110,Movie,The Star Packer,4155,"John Wayne, Verna Hillie, George ""Gabby"" Hayes, Yakima Canutt, Earl Dwire, Ed Parker, George Cleveland, Billy Franey, Tom Lingham, Artie Ortega, Tex Palmer, Davie Aldrich, Glenn Strange, George F. Hayes, Art Ortega",,,1934,0,55,Western,"A gang is terrorizing a town, when a marshall rides in and organizes the ranchers against the outlaws."
s4111,Movie,The Resident,374,"Hilary Swank, Jeffrey Dean Morgan, Christopher Lee, Lee Pace",,,2011,14,91,Suspense,"Juliet, has found the perfect New York apartment to start a new life after separating from her husband. It's got spacious rooms, and a handsome landlord. But there are secrets behind every wall as Juliet gets the feeling that she is not alone."
s4112,Movie,The Majestic Life of Queen Elizabeth II,118,"Interviews with Queen Elizabeth II, Hugo Vickers, Camilla Tominey, Jenni Bond, Tim Heald, Arthur Edwards, Robert Lacy",,,2013,7,95,"Documentary, Special Interest","Produced in High Definition, with rare archive footage, from the death of her father King George VI, to the marriage of William and Kate, this is the true story of how the young Princess Elizabeth, became a great Queen reigning 60 years."
s4113,Movie,The Girl is in Trouble,2563,"Columbus Short, Wilmer Valderrama, Alicja Bachleda",,,2015,3,95,"Action, Suspense","After spending the night with a mysterious woman, a down on his luck DJ discovers evidence of a murder involving a dangerous drug dealer and a billionaire's son. Desperate for money, he must decide whether to blackmail the killer or help the girl out of escalating troubles."
s4114,Movie,The Dark Valley,267,"Sam Riley, Tobias Moretti, Helmuth Hausler, Paula Beer, Clemens Schick",,,2014,0,115,"Suspense, Western","A mysterious stranger arrives in a snow capped Austrian mountain village claiming to be a travelling photographer from America, yet is in fact an embittered gunfighter on a mission of vengeance."
s4115,Movie,The Baytown Outlaws,504,"Billy Bob Thornton, Eva Longoria, Thomas Brodie-Sangster",,,2014,14,99,Action,"After her ex-husband Carlos (Thornton) shoots Celeste (Longoria) three times in the gut, it's time to play dirty. In the fight for her godson, Rob, she hires three outlawed and redneck brothers to bring him back to her. But nothing can be that simple in the South. What begins as a small rescue mission rises to a Southern battle royale."
s4116,Movie,Sugar Valentine 2,2163,"Jean-Claude LaMarre, Eurika Pratts",,,2011,3,81,Drama,"Sugar Valentine has reluctantly inherited the family business, pimping. However, he wants to be a writer and has no interest in exploiting women. With increasing pressure from his old gang, he must make a decision that will change the course of his life."
s4117,Movie,Sugar Daddies,1349,"Taylor Gildersleeve, Peter Strauss",,,2015,0,88,"Drama, Suspense",Kara is a bright girl from a middle-income family. She is pursuing a law degree and working part time as a waitress. She is finding it very hard to find the time to do all that she needs to and to complicate things even further she is offered an internship. Kara is thrilled to be offered the internship as it is rare for an undergrad to find such a position.
s4121,Movie,Saints and Soldiers: The Void,4264,"Adam Gregory, K. Danor Gerald, Timothy S. Shoemaker, Michale Todd Behrens",,,2014,13,96,"Action, Drama",The German war machine is in retreat. Two American M 18 tank destroyers are sent to root out a die hard group of Nazis holed up in the Harz Mountains
s4122,Movie,Runaway (1984),3253,"Tom Selleck, Cynthia Rhodes, Gene Simmons, Kirstie Alley, Stan Shaw, G.W. Bailey, Joey Cramer, Chris Mulkey",,,1984,2,100,"Action, Science Fiction","In the near future, a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill, he begins to uncover a homicidal plot to create killer robots... and his son becomes a target."
s4123,Movie,Rolling Stone: Life And Death Of Brian Jones,1099,"Brian Jones, Anita Pallenberg, Terry O'Neill",,,2020,2,99,Documentary,"Rolling Stone: Life and Death of Brian Jones is the new documentary from acclaimed filmmaker Danny Garcia. Exploring the rise of Brian Jones and the Rolling Stones as well as the untimely death of Jones, Garcia paints an interesting and revealing picture of doomed pop star."
s4125,Movie,Queen: Mercury Rising,3192,Queen,,,2011,0,57,Documentary,"This is the story of one of the world's greatest rock bands of all time. Through classic archive footage and some of their greatest hits and interviews with Brian May and the likes of Paul Gambaccini, their incredible and unique story is told."
